Gene_Name,GO_ID,Organism,GO_Name
Protein CBG05748,GO:0000423,NCBITaxon:6238,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4236,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:3635,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:330879,mitophagy
Autophagy-related protein 17,GO:0000423,NCBITaxon:330879,mitophagy
Unc-51 like kinase 3,GO:0000423,NCBITaxon:28377,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:330879,mitophagy
Autophagy related 14,GO:0000423,NCBITaxon:28377,mitophagy
Protein lgg,GO:0000423,NCBITaxon:6238,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:6238,mitophagy
Protein CBG06213,GO:0000423,NCBITaxon:6238,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3635,mitophagy
Sequestosome-1-like isoform X1,GO:0000423,NCBITaxon:7739,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:214684,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:214684,mitophagy
Serine_threonine-protein kinase ATG1,GO:0000423,NCBITaxon:214684,mitophagy
Autophagy-related protein 8,GO:0000423,NCBITaxon:214684,mitophagy
Serine_threonine-protein kinase atg1,GO:0000423,NCBITaxon:330879,mitophagy
Sorting nexin-4,GO:0000423,NCBITaxon:330879,mitophagy
"Autophagy-related protein 7, putative",GO:0000423,NCBITaxon:36329,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:185431,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:28377,mitophagy
Gamma-aminobutyric acid receptor-associated protein-like 2,GO:0000423,NCBITaxon:7739,mitophagy
GABA type A receptor associated protein like 2,GO:0000423,NCBITaxon:28377,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:185431,mitophagy
non-specific serine_threonine protein kinase,GO:0000423,NCBITaxon:9258,mitophagy
GABA type A receptor associated protein like 1,GO:0000423,NCBITaxon:9258,mitophagy
Serine_threonine-protein kinase ULK3,GO:0000423,NCBITaxon:7719,mitophagy
Sorting nexin family member 30,GO:0000423,NCBITaxon:9796,mitophagy
Atg6 BARA domain-containing protein,GO:0000423,NCBITaxon:185431,mitophagy
Microtubule-associated proteins 1A_1B light chain 3A-like,GO:0000423,NCBITaxon:7739,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3635,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:9258,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:3635,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:185431,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:185431,mitophagy
Sorting nexin family member 30,GO:0000423,NCBITaxon:9685,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3988,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:3694,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:3988,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:9685,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3988,mitophagy
Autophagy protein 5 (ATG5),GO:0000423,NCBITaxon:5664,mitophagy
"Nucleotide binding protein, putative",GO:0000423,NCBITaxon:3988,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:3988,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:9685,mitophagy
Beclin-1,GO:0000423,NCBITaxon:9685,mitophagy
Autophagy and beclin 1 regulator 1,GO:0000423,NCBITaxon:9685,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:3988,mitophagy
Sorting nexin 7,GO:0000423,NCBITaxon:9685,mitophagy
"Beclin-1, putative",GO:0000423,NCBITaxon:3988,mitophagy
"Serine_threonine-protein kinase, putative",GO:0000423,NCBITaxon:294381,mitophagy
GABA type A receptor associated protein like 2,GO:0000423,NCBITaxon:9685,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3988,mitophagy
"Nucleotide binding protein, putative",GO:0000423,NCBITaxon:3988,mitophagy
non-specific serine_threonine protein kinase,GO:0000423,NCBITaxon:9685,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:9685,mitophagy
Serine_threonine-protein kinase ULK3,GO:0000423,NCBITaxon:9685,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:237631,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3988,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:6669,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:3988,mitophagy
Serine_threonine-protein kinase ATG1,GO:0000423,NCBITaxon:237631,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3988,mitophagy
Sorting nexin-4,GO:0000423,NCBITaxon:214684,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:7719,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4577,mitophagy
Sorting nexin-30-like Protein,GO:0000423,NCBITaxon:7070,mitophagy
Microtubule associated protein 1 light chain 3 beta,GO:0000423,NCBITaxon:9796,mitophagy
GABA(A) receptor-associated protein like 2 L homeolog,GO:0000423,NCBITaxon:8355,mitophagy
Microtubule-associated proteins 1A_1B light chain 3C,GO:0000423,NCBITaxon:9544,mitophagy
Gamma-aminobutyric acid receptor-associated protein-like 1,GO:0000423,NCBITaxon:9796,mitophagy
Sequestosome 1,GO:0000423,NCBITaxon:9258,mitophagy
Protein CBG14564,GO:0000423,NCBITaxon:6238,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:3635,mitophagy
Microtubule-associated proteins 1A_1B light chain 3C-like,GO:0000423,NCBITaxon:7739,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3635,mitophagy
Protein CBR-ATG-13,GO:0000423,NCBITaxon:6238,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:3635,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:3635,mitophagy
Serine_threonine-protein kinase ULK3,GO:0000423,NCBITaxon:8355,mitophagy
Sorting nexin-30,GO:0000423,NCBITaxon:8355,mitophagy
Microtubule associated protein 1 light chain 3 beta,GO:0000423,NCBITaxon:9258,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:4236,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:9544,mitophagy
RBR-type E3 ubiquitin transferase,GO:0000423,NCBITaxon:9258,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3635,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:9258,mitophagy
RING-type domain-containing protein,GO:0000423,NCBITaxon:9258,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:9258,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4236,mitophagy
Beclin-1-like protein,GO:0000423,NCBITaxon:3635,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:9796,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3635,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3635,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:3635,mitophagy
Gamma-aminobutyric acid receptor-associated protein-like 1,GO:0000423,NCBITaxon:9913,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4072,mitophagy
Autophagy related 10,GO:0000423,NCBITaxon:13616,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:5664,mitophagy
GABA type A receptor-associated protein,GO:0000423,NCBITaxon:9685,mitophagy
LPS responsive beige-like anchor protein,GO:0000423,NCBITaxon:9685,mitophagy
Putative ATG12_APG12,GO:0000423,NCBITaxon:5664,mitophagy
Microtubule associated protein 1 light chain 3 alpha,GO:0000423,NCBITaxon:9685,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:9685,mitophagy
Putative ubiquitin activating E1 enzyme,GO:0000423,NCBITaxon:5664,mitophagy
Atg6 BARA domain-containing protein,GO:0000423,NCBITaxon:5664,mitophagy
Putative ATG8_AUT7_APG8_PAZ2,GO:0000423,NCBITaxon:5664,mitophagy
Putative ATG8_AUT7_APG8_PAZ2,GO:0000423,NCBITaxon:5664,mitophagy
Putative ATG8_AUT7_APG8_PAZ2,GO:0000423,NCBITaxon:5664,mitophagy
Putative ATG8_AUT7_APG8_PAZ2,GO:0000423,NCBITaxon:5664,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:5664,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:5664,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:5664,mitophagy
Putative ATG8_AUT7_APG8_PAZ2,GO:0000423,NCBITaxon:5664,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:5664,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:5664,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:5664,mitophagy
ZZ-type domain-containing protein,GO:0000423,NCBITaxon:5664,mitophagy
Autophagy-related protein 13,GO:0000423,NCBITaxon:9258,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:9258,mitophagy
RING-type domain-containing protein,GO:0000423,NCBITaxon:9258,mitophagy
Serine_threonine-protein kinase ULK3,GO:0000423,NCBITaxon:9258,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:4236,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3635,mitophagy
Autophagy-related protein 13,GO:0000423,NCBITaxon:665079,mitophagy
Autophagy-related protein 17,GO:0000423,NCBITaxon:665079,mitophagy
Autophagy related 14,GO:0000423,NCBITaxon:9258,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:4555,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3635,mitophagy
Beclin-1-like protein,GO:0000423,NCBITaxon:4072,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:4072,mitophagy
"Chromosome undetermined scaffold_121, whole genome shotgun sequence",GO:0000423,NCBITaxon:5888,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4072,mitophagy
Beclin-1-like protein,GO:0000423,NCBITaxon:4236,mitophagy
non-specific serine_threonine protein kinase,GO:0000423,NCBITaxon:7719,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4072,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4072,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:5888,mitophagy
Autophagy-related protein 13,GO:0000423,NCBITaxon:9598,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4072,mitophagy
Lipopolysaccharide-responsive and beige-like anchor protein isoform X1,GO:0000423,NCBITaxon:8355,mitophagy
MGC115406 protein,GO:0000423,NCBITaxon:8355,mitophagy
Protein kinase domain containing protein,GO:0000423,NCBITaxon:294381,mitophagy
"Protein kinase, putative",GO:0000423,NCBITaxon:294381,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:294381,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:5888,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:5888,mitophagy
Microtubule associated protein 1 light chain 3 gamma,GO:0000423,NCBITaxon:8090,mitophagy
Gamma-aminobutyric acid receptor-associated protein,GO:0000423,NCBITaxon:6412,mitophagy
Protein kinase domain-containing protein,GO:0000423,NCBITaxon:6412,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:28377,mitophagy
Sorting nexin 7,GO:0000423,NCBITaxon:28377,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:4565,mitophagy
Sequestosome 1,GO:0000423,NCBITaxon:8090,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:4565,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:4232,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:8090,mitophagy
Beclin 1-associated autophagy-related key regulator,GO:0000423,NCBITaxon:6412,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4565,mitophagy
Gamma-aminobutyric acid receptor-associated protein-like 2,GO:0000423,NCBITaxon:8090,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:3218,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4565,mitophagy
Autophagy and beclin 1 regulator 1,GO:0000423,NCBITaxon:8090,mitophagy
non-specific serine_threonine protein kinase,GO:0000423,NCBITaxon:8090,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:6412,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:6412,mitophagy
Peptidase C54 catalytic domain-containing protein,GO:0000423,NCBITaxon:6412,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:8090,mitophagy
Serine_threonine-protein kinase atg1,GO:0000423,NCBITaxon:227321,mitophagy
Autophagy-related protein 13,GO:0000423,NCBITaxon:227321,mitophagy
Sequestosome 1,GO:0000423,NCBITaxon:9598,mitophagy
Beclin-1,GO:0000423,NCBITaxon:9598,mitophagy
ATG10 autophagy related 10 homolog,GO:0000423,NCBITaxon:9598,mitophagy
Beclin-1,GO:0000423,NCBITaxon:9544,mitophagy
E3 ubiquitin-protein ligase parkin,GO:0000423,NCBITaxon:9598,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:4565,mitophagy
Sorting nexin family member 30,GO:0000423,NCBITaxon:9598,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:3641,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:4097,mitophagy
Autophagy related 10,GO:0000423,NCBITaxon:28377,mitophagy
Nucleotide binding protein,GO:0000423,NCBITaxon:4113,mitophagy
GABA type A receptor associated protein like 2,GO:0000423,NCBITaxon:9598,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:9598,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:28377,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3641,mitophagy
"Chromosome undetermined scaffold_8, whole genome shotgun sequence",GO:0000423,NCBITaxon:5888,mitophagy
Autophagy-related protein 13 isoform 1,GO:0000423,NCBITaxon:3641,mitophagy
Gamma-aminobutyric acid receptor-associated protein-like 1,GO:0000423,NCBITaxon:8090,mitophagy
Sorting nexin family member 30,GO:0000423,NCBITaxon:9615,mitophagy
Cysteine protease atg4,GO:0000423,NCBITaxon:227321,mitophagy
LPS responsive beige-like anchor protein,GO:0000423,NCBITaxon:8090,mitophagy
non-specific serine_threonine protein kinase,GO:0000423,NCBITaxon:8090,mitophagy
Sorting nexin-4,GO:0000423,NCBITaxon:227321,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:227321,mitophagy
Autophagy-related protein 8,GO:0000423,NCBITaxon:227321,mitophagy
ZZ-type domain-containing protein,GO:0000423,NCBITaxon:6412,mitophagy
Ubiquitin-like modifier-activating enzyme atg7,GO:0000423,NCBITaxon:227321,mitophagy
E3 ubiquitin-protein ligase RNF19A,GO:0000423,NCBITaxon:8090,mitophagy
Probable E3 ubiquitin-protein ligase RNF217,GO:0000423,NCBITaxon:8090,mitophagy
Beclin-1,GO:0000423,NCBITaxon:9615,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:8090,mitophagy
Putative transducin family protein _ WD-40 repeat family protein,GO:0000423,NCBITaxon:4232,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:4565,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4232,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4577,mitophagy
Autophagy and beclin 1 regulator 1,GO:0000423,NCBITaxon:28377,mitophagy
Autophagy-related protein 13,GO:0000423,NCBITaxon:28377,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:6412,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4577,mitophagy
Beclin-1,GO:0000423,NCBITaxon:28377,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:4577,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:28377,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:6412,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4232,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:28377,mitophagy
Microtubule associated protein 1 light chain 3 alpha,GO:0000423,NCBITaxon:28377,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:28377,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:4232,mitophagy
Sequestosome 1,GO:0000423,NCBITaxon:28377,mitophagy
Sorting nexin family member 30,GO:0000423,NCBITaxon:9258,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:3847,mitophagy
Autophagy-related protein (Fragment),GO:0000423,NCBITaxon:3983,mitophagy
Serine_threonine-protein kinase ULK3,GO:0000423,NCBITaxon:9598,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4565,mitophagy
"Chromosome undetermined scaffold_70, whole genome shotgun sequence",GO:0000423,NCBITaxon:5888,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:9598,mitophagy
GABA type A receptor associated protein like 1,GO:0000423,NCBITaxon:28377,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:4232,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3880,mitophagy
Microtubule associated protein 1 light chain 3 gamma,GO:0000423,NCBITaxon:28377,mitophagy
Microtubule associated protein 1 light chain 3 gamma,GO:0000423,NCBITaxon:28377,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:4232,mitophagy
non-specific serine_threonine protein kinase,GO:0000423,NCBITaxon:28377,mitophagy
Beclin-1,GO:0000423,NCBITaxon:8355,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4565,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:4565,mitophagy
Transducin family protein _ WD-40 repeat family protein isoform 1,GO:0000423,NCBITaxon:3641,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3880,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3880,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:3641,mitophagy
Putative autophagy-related protein 13,GO:0000423,NCBITaxon:4232,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:3983,mitophagy
Autophagy 6 isoform 1,GO:0000423,NCBITaxon:3641,mitophagy
Autophagy and beclin 1 regulator 1,GO:0000423,NCBITaxon:9913,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:9913,mitophagy
Uncharacterized protein LOC107822349 isoform X1,GO:0000423,NCBITaxon:4097,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:3641,mitophagy
Transducin family protein _ WD-40 repeat family protein isoform 1,GO:0000423,NCBITaxon:3641,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4577,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:112509,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3641,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:3641,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:8090,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3641,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:112509,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3641,mitophagy
non-specific serine_threonine protein kinase,GO:0000423,NCBITaxon:9913,mitophagy
Autophagy-related protein 13,GO:0000423,NCBITaxon:3641,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:9913,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:4577,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:3562,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:3562,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3760,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:3562,mitophagy
LPS responsive beige-like anchor protein,GO:0000423,NCBITaxon:9913,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:71139,mitophagy
Sorting nexin 7,GO:0000423,NCBITaxon:9913,mitophagy
Autophagy-related protein 13a,GO:0000423,NCBITaxon:3562,mitophagy
Autophagy-related protein 13a,GO:0000423,NCBITaxon:4577,mitophagy
Autophagy related 10,GO:0000423,NCBITaxon:9823,mitophagy
"Chromosome undetermined scaffold_35, whole genome shotgun sequence",GO:0000423,NCBITaxon:5888,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:412133,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:412133,mitophagy
Serine_threonine-protein kinase ULK3,GO:0000423,NCBITaxon:9823,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:3562,mitophagy
Uncharacterized protein LOC110777756 isoform X1,GO:0000423,NCBITaxon:3562,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3562,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3218,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:4565,mitophagy
Autophagy-related protein 13b,GO:0000423,NCBITaxon:3562,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4558,mitophagy
Beclin-1-like protein isoform X1,GO:0000423,NCBITaxon:3562,mitophagy
GABARAPL1,GO:0000423,NCBITaxon:9598,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:4565,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:4565,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:412133,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:412133,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:9913,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4565,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:4565,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3562,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:7918,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:7918,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:7918,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:8355,mitophagy
Autophagy related 14,GO:0000423,NCBITaxon:7918,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:8355,mitophagy
Gamma-aminobutyric acid receptor-associated protein-like 1,GO:0000423,NCBITaxon:7918,mitophagy
Sequestosome 1,GO:0000423,NCBITaxon:7918,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:8355,mitophagy
Sorting nexin 7,GO:0000423,NCBITaxon:7918,mitophagy
Beclin-1,GO:0000423,NCBITaxon:7918,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:7918,mitophagy
Serine_threonine-protein kinase ULK3,GO:0000423,NCBITaxon:8355,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:3760,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3760,mitophagy
Uncharacterized protein LOC398857 isoform X1,GO:0000423,NCBITaxon:8355,mitophagy
Serine_threonine-protein kinase ULK3,GO:0000423,NCBITaxon:7918,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:7918,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:7918,mitophagy
non-specific serine_threonine protein kinase,GO:0000423,NCBITaxon:8355,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:7918,mitophagy
Microtubule associated protein 1 light chain 3 alpha,GO:0000423,NCBITaxon:7918,mitophagy
non-specific serine_threonine protein kinase,GO:0000423,NCBITaxon:7918,mitophagy
Atg6 BARA domain-containing protein,GO:0000423,NCBITaxon:412133,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:4072,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:7918,mitophagy
E3 ubiquitin-protein ligase parkin,GO:0000423,NCBITaxon:7918,mitophagy
Autophagy-related protein 13,GO:0000423,NCBITaxon:8355,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:8355,mitophagy
Autophagy-related protein 17,GO:0000423,NCBITaxon:284591,mitophagy
non-specific serine_threonine protein kinase,GO:0000423,NCBITaxon:8355,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4097,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4097,mitophagy
Autophagy-related protein 13a,GO:0000423,NCBITaxon:4097,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4097,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4097,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:9796,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:9823,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:9796,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:5888,mitophagy
Si:ch211-63o20.7,GO:0000423,NCBITaxon:7918,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:112509,mitophagy
Autophagy-related protein 8,GO:0000423,NCBITaxon:284591,mitophagy
YALI0E13904p,GO:0000423,NCBITaxon:284591,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:3760,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3562,mitophagy
YALI0D11968p,GO:0000423,NCBITaxon:284591,mitophagy
Serine_threonine-protein kinase ATG1,GO:0000423,NCBITaxon:284591,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:294381,mitophagy
non-specific serine_threonine protein kinase,GO:0000423,NCBITaxon:7918,mitophagy
Autophagy-related protein 13,GO:0000423,NCBITaxon:7918,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:4232,mitophagy
LPS responsive beige-like anchor protein,GO:0000423,NCBITaxon:9544,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:6945,mitophagy
Probable E3 ubiquitin-protein ligase ARI7,GO:0000423,NCBITaxon:7918,mitophagy
Microtubule associated protein 1 light chain 3 beta,GO:0000423,NCBITaxon:7918,mitophagy
GABA type A receptor associated protein like 2,GO:0000423,NCBITaxon:7918,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:4555,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3983,mitophagy
"Beclin, putative",GO:0000423,NCBITaxon:6945,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:9544,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:9598,mitophagy
GABA type A receptor associated protein like 1,GO:0000423,NCBITaxon:9544,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:4565,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:3218,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:3218,mitophagy
Microtubule associated protein 1 light chain 3 gamma,GO:0000423,NCBITaxon:9598,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:9598,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:3218,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4081,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4081,mitophagy
GABA type A receptor associated protein like 2,GO:0000423,NCBITaxon:9823,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3218,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:3218,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:412133,mitophagy
Serine_threonine-protein kinase,GO:0000423,NCBITaxon:9796,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:4577,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:9796,mitophagy
Autophagy-related protein Atg10 (JCVI),GO:0000423,NCBITaxon:227321,mitophagy
